ID,Country,Location,Latitude,Longitude,Last signal
"2237","gr","Athens, Glyfada","37.865","23.755","1636944901"
"3036","gr","Piraeus","37.9469","23.6444","1636944902"
"2226","gr","Athens","37.9838","23.7275","1636944901"
"2871","gr","Athens","37.8856","24.0132","1636944901"
"2746","gr","Rafina","38.0217","23.908","1636944901"
"2654","gg","St Martin","49.4353","-2.55245","1636944901"
"2316","gg","Guernsey","49.49","-2.51","1636944901"
"2177","hk","Kowloon","22.3229","114.158","1636944901"
"3048","hk","Tung Chung","22.2914","113.948","1636944902"
"3272","hk","Tseung Kwan O","22.3119","114.257","1636944902"
"2785","hk","Aberdeen","22.23","114.11","1636944901"
"3202","hk","Tsuen Wan","22.3548","114.108","1636870501"
"3302","is","Reykjavik","64.1429","-21.6869","1636944902"
"2670","in","At Sea","0","0","1636871702"
"3399","id","Ambon - Maluku","-3.6975","128.204","1636293002"
"3016","id","Jakarta","-6.17329","106.841","1636944901"
"2897","id","Karimun Jawa","-5.87985","110.433","1636944901"
"3015","id","Balikpapan, East Kalimantan","1.26238","116.856","1636944901"
"2378","ie","Newtownmountkennedy","53.0853","-6.11395","1636941301"
"2569","ie","Galway","53.1629","-9.0761","1636944901"
"2354","ie","Mizen Head","51.5555","-9.6292","1636935002"
"3104","ie","Bangor","54.6583","-5.62833","1636944902"
"2846","ie","Westport","53.805","-9.52622","1636942502"
"2441","ie","Ring","52.05","-7.615","1636942502"
"2085","ie","Kinsale","51.7045","-8.5261","1636944901"
"2321","ie","Cobh","51.849","-8.302","1636944901"
"3304","ie","Newcastle","53.0698","-6.06153","1636944902"
"3053","ie","Renvyle","53.5961","-9.97437","1636922402"
"2360","ie","Waterford","52.2593","-7.1101","1636944901"
"3357","ie","Inishbofin","53.6199","-10.1855","1636944902"
"2150","ie","Lackenbehy","54.5667","-1.13333","1636944901"
"2610","il","Haifa","32.8241","34.9613","1636944901"
"2283","il","Haifa","32.47","34.89","1636944901"
"2893","il","Haifa","32.7628","35.0187","1636944901"
"2751","il","	Tel Aviv","32.1143","34.7872","1636934702"
"2371","il","Haifa","32.8","35","1636944901"
"2394","it","Livorno","43.3154","10.193","1636944901"
"2217","it","Taranto","40.4769","17.1973","1636944901"
"2189","it","Milazzo","38.2308","15.245","1636944901"
"3116","it","Sorrento","40.6356","14.4244","1636944902"
"2573","it","Venice","45.55","12.3155","1636944901"
"2525","it","Meta (Naples)","40.6433","14.415","1636944901"
"3100","it","Naples","40.88","14.0414","1636932902"
"2169","it","La Spezia","44.1025","9.82408","1636944901"
"2521","it","Gela","37.0686","14.2373","1636944901"
"3224","it","San Benedetto del Tronto","42.9214","13.8999","1636944902"
"3373","it","Augusta","37.223","15.217","1636944902"
"2553","it","Aprilia","41.45","12.6333","1636944901"
"2098","it","Palermo","38.1233","13.1843","1636944901"
"2873","it","Licata","37.0977","13.9383","1636944901"
"2489","it","Messina","44.41","8.878","1636944901"
"2417","jp","Wakayama Port","34.2591","135.178","1636944901"
"2119","jp","Yokohama","35.4437","139.638","1636944901"
"3024","jp","Katsuura, Chiba","35.1523","140.321","1636944901"
"2326","jp","Sumoto","34.3433","134.881","1636944901"
"2121","jp","Kobe","34.69","135.196","1636944901"
"3163","jp","Kobe","34.7193","135.291","1636944902"
"2062","jp","Yokosuka","35.2625","139.684","1636944901"
"2947","jp","Yokohama (JP YOK)","35.473","139.544","1636944901"
"3410","jp","Aomori","40.9024","141","1636944902"
"2171","jp","Chiba","35.6004","140.098","1636944901"
"3402","kr","Incheon","37.4879","126.56","1636744202"
"2391","kr","Pyuntaek","36.59","126.48","1636944901"
"3322","kr","Busan","35.1783","129.121","1636944902"
"2991","kr","Jejusi","33.4716","126.51","1636944901"
"3188","kw","Kuwait","29.56","48.15","1636944902"
"2719","lt","Klaipeda","55.6866","22.1348","1636944901"
"2504","my","Kota Kinabalu","5.92633","116.079","1636944901"
"2138","mx","Veracruz","19.2","-96.13","1636944901"
"2427","mx","Cozumel","20.5","-86.957","1636944901"
"3043","mc","Monaco","43.7338","7.41621","1636944902"
"2822","mc","Monaco","43.7485","7.43083","1636944901"
"3241","ma","Casablanca","33.5731","-7.5898","1636944902"
"2135","nl","Nijmegen","51.8338","5.80236","1615918501"
"2112","nl","Harlingen","53.1801","5.42881","1636944901"
"2549","nl","Rijswijk","52.0302","4.3217","1636944901"
"3288","nl","Dordrecht","51.8084","4.66403","1611444301"
"2691","nl","Utrecht","52.0954","5.0574","1636942202"
"3287","nl","Renesse","51.7291","3.75391","1636944902"
"2548","nl","Poortugaal","51.8548","4.39404","1636944901"
"3056","nl","Leiden","52.1659","4.49544","1636944902"
"3123","nl","Zierikzee","51.6466","3.9159","1636944902"
"2631","nl","Roermond","51.1238","6.03885","1636944901"
"2987","nl","Vogelwaarde, Zeeland","51.3534","3.95924","1636944901"
"2475","nl","Poortugaal","51.8548","4.39404","1636944901"
"3284","nl","Lelystad","52.5","5.4","1635751202"
"3183","nl","Harlingen","53.1746","5.4252","1636563002"
"2921","nl","Zeist","52.0906","5.23325","1636944901"
"2241","nl","Gouda","52.0177","4.70532","1636944901"
"3181","nl","Zaamslag","51.3125","3.9131","1636944902"
"2625","nl","Sint Anne","53.2705","5.62599","1636944901"
"2374","nl","Lemmer","52.8507","5.68802","1636944901"
"2425","nl","Ter Walslage","52.9226","7.11989","1636918201"
"3113","nl","Vorstenbosch","51.647","5.5453","1636224602"
"2916","nl","Rotterdam","51.9242","4.4751","1636944901"
"3396","nl","Rotterdam","51.9778","4.12395","1636944902"
"2231","nl","Poortugaal","51.86","4.4","1636944901"
"3473","nl","Breskens","51.3945","3.5559","1636944902"
"3029","nl","Rockanje","51.8719","4.05021","1636218601"
"2734","nl","Driebergen","52.0575","5.26577","1636944901"
"2346","nl","Amsterdam","52.3562","5.00265","1636944901"
"2105","nl","Spijkenisse","51.85","4.32","1636944901"
"2623","nl","Appeltern","51.8312","5.5839","1636944901"
"2052","nl","Amersfoort","52.1642","5.37013","1636944901"
"2679","nl","Urk","52.6631","5.59895","1636944901"
"2196","nl","Zonnemaire","51.7315","3.9462","1635585001"
"3027","nl","Amstelveen","52.2811","4.86083","1636944901"
"3109","nl","Nieuwegein","52.001","5.1","1636944902"
"2852","nl","Born","51.036","5.80691","1636944901"
"2904","nl","Wezep","52.4671","6.00273","1636944901"
"2220","nl","Tolkamer","51.8506","6.13182","1636944901"
"2678","nl","Beverwijk","52.4941","4.64597","1636944901"
"2347","nl","The Hague","52.1105","4.32646","1635879001"
"3174","nl","‘S-Hertogenbosch","51.4329","5.16945","1636944902"
"3390","nl","Alphen aan den Rijn","51.7413","3.7709","1636944902"
"2379","nl","Zeist","52.104","5.2597","1636944901"
"2303","nl","Posterholt","51.1227","6.0334","1636944901"
"3172","nl","IJsselmeer","52.7","5.4","1636944902"
"2224","nl","Katwijk","52.1954","4.42638","1636944901"
"3334","nl","Amsterdam","52.3959","4.91277","1636944902"
"2497","nl","Warmond","52.194","4.5","1636944901"
"2674","nl","Maastricht","50.868","5.84056","1636944901"
"2298","nl","Rotterdam","51.9083","4.47986","1636944901"
"2287","nl","Rosmalen","51.7153","5.37535","1636944901"
"2381","nl","Delft","52.0116","4.35707","1636944901"
"2845","nl","Nieuw-Amsterdam","52.7075","6.86039","1636944901"
"2273","nl","Rotterdam","51.9239","4.49751","1636944901"
"2483","nl","Nederweert","51.2824","5.76294","1636944901"
"2607","nl","Amsterdam","52.4241","4.858","1636944901"
"2554","nl","Gorinchem","51.8327","4.93829","1636944901"
"2671","nl","Hippolytushoef","52.9013","4.95","1636944901"
"2599","nl","Zwijndrecht","51.897","4.52922","1636944901"
"2429","nl","Rotterdam","51.9244","4.47773","1636944901"
"2350","nl","Delfzijl","53.3285","6.9043","1636944901"
"3264","nl","Utrecht","52.0903","5.14339","1636944902"
"3381","nl","Hoogvliet","51.8557","4.3572","1636944902"
"2968","nl","Drachten","53.1082","6.11808","1636944901"
"3166","nl","Zaandam","52.4418","4.83511","1636944902"
"2535","nl","Nieuwersluis","52.1976","5.00494","1636944901"
"3260","nl","Lelystad","52.5513","5.45958","1636944902"
"2232","nl","Rotterdam","51.9666","4.0462","1636944901"
"2459","nl","Edam","52.5","5.05","1636944901"
"2892","nl","Duiven","51.9526","6.0263","1636944901"
"3007","nl","Maarssen","52.129","5.0189","1636944901"
"2214","nl","Rotterdam","51.9148","4.47541","1636944901"
"3006","nl","Heerenveen","52.964","5.918","1636944901"
"2835","nl","Papendrecht","51.8272","4.72357","1636944901"
"3317","nl","Veere","51.5466","3.66957","1636944902"
"2588","nl","The Hague","52.0806","4.28475","1636944901"
"2961","nl","Rijswijk","52.03","4.34339","1636944901"
"3448","nl","Alblasserdam","51.8405","4.67412","1636944902"
"3004","nl","Rotterdam","0","0","1636944901"
"3086","nl","Andijk","52.4495","5.13217","1636944902"
"2831","nl","Delft","51.9848","4.33561","1636944901"
"3159","nl","Gendt","51.8783","5.98999","1636944902"
"2574","nl","Zwolle","52.5325","6.04665","1636944301"
"2402","nl","Spijkenisse","51.8528","4.34207","1636944901"
"2661","nl","Amersfoort","53.3306","6.93076","1636944901"
"2409","nl","Geertruidenberg","51.6929","4.84093","1636944901"
"2782","nl","Sneek","53.0306","5.6796","1636944901"
"2155","nl","Lelystad","52.5185","5.47142","1636944901"
"3254","nl","Emmeloord","52.7055","5.74879","1636944902"
"2244","nl","Almelo","52.3567","6.6625","1636944901"
"2022","nl","Hulst","51.31","4.02","1636944901"
"3372","nl","Wijchen","51.8092","5.725","1636944902"
"2590","nl","Breda","51.5983","4.73655","1636944901"
"3082","nl","Alphen Aan Den Rijn","52.1549","4.66902","1636944902"
"2559","nl","Nijmegen","51.8332","5.8388","1636944901"
"2775","nl","Franeker","53.1796","5.52395","1636944901"
"2712","nl","Oostburg","51.3278","3.48568","1636944901"
"3252","nl","Waalre","51.397","5.467","1636901403"
"2510","nl","Hellevoetsluis","51.834","4.14085","1636944901"
"3429","nl","Terneuzen","51.3323","3.8324","1636944902"
"2314","nl","Utrecht","52.11","5.08","1636944602"
"2878","nl","Brielle","51.9066","4.16227","1636944901"
"3212","nl","Maarssenbroek","52.1291","5.01892","1636944902"
"2655","nl","Sliedrecht","51.8243","4.73462","1636944901"
"2771","nl","West-Terschelling","53.3658","5.22194","1636944901"
"2468","nl","Rotterdam","51.9953","4.1359","1636944901"
"2082","nl","Amsterdam","52.3445","4.84367","1636944901"
"2250","nl","Zoeterwoude","52.1137","4.4962","1636905902"
"2278","nl","Amsterdam","52.3564","4.95211","1636944901"
"2652","nl","Marknesse","52.676","5.92","1636944901"
"2470","nl","Zwolle","52.5334","6.05564","1636904701"
"2697","nl","Wadscan AIS","53.357","5.21386","1636944901"
"2077","nl","Rotterdam","51.9192","4.4399","1636944901"
"3295","nl","Eijsden","50.7776","5.70603","1636944902"
"3360","nl","Nieuwe Tonge","51.7136","4.16763","1636944902"
"2945","nl","Rotterdam","51.9044","4.24441","1636944901"
"2097","nl","Hellevoetsluis","51.8476","4.1529","1636944901"
"2816","nl","Maasbracht","51.1461","5.88891","1636944901"
"2136","nl","NW_Overijssel ","52.563","5.96","1636944901"
"3136","nl","Zwolle","52.5322","6.10361","1636923902"
"2492","nl","Rotterdam","51.9667","4.04622","1636944901"
"2330","nl","Stein","50.9754","5.75764","1636944901"
"2086","nl","Katwijk","52.1993","4.41141","1636944901"
"3199","nl","Rotterdam","51.912","4.48141","1636944902"
"2642","nl","Dordrecht","51.8079","4.57932","1636944901"
"3412","nl","Rotterdam","51.9843","4.594","1636944902"
"2694","nl","Suwald","53.1789","5.92653","1636551602"
"3040","nl","Ter Heijde","52.029","4.166","1636944902"
"2815","nl","Delft","52.0096","4.35922","1636944901"
"3135","nl","Koog aan de Zaan","52.4573","4.80926","1636564502"
"2236","nl","Ijmuiden","52.463","4.585","1636944901"
"2596","nl","Utrecht","52.1208","5.11283","1636942202"
"2435","nl","Katwijk","52.2079","4.4113","1636944901"
"2140","nl","Rotterdam","51.9084","4.4798","1636944901"
"3290","nl","Harlingen","53.1656","5.44479","1636944902"
"2239","nl","Goor","52.2265","6.58416","1636944901"
"2065","nl","Ijsselmeer","52.42","5.17","1636944901"
"2926","nz","Nikau Bay","-41.1698","173.894","1636944602"
"2611","nz","Tauranga","-37.6854","176.167","1636944901"
"2114","nz","Auckland","-36.7264","174.748","1636944901"
"2188","nz","Tauranga","-37.6833","176.167","1636944901"
"2544","nz","Tauranga","-37.6315","176.178","1636944901"
"2830","nz","Wellington","-41.22","174.907","1636944901"
"2518","nz","Waikato","-37.6191","175.023","1636944901"
"2770","nz","Marlborough Sounds","-41.2968","173.975","1636944901"
"2761","nz","Wellington","-41.2831","174.774","1636944901"
"2122","no","Homborsund","58.16","8.31","1636944901"
"3196","no","Straumnes","68.3911","14.457","1636935002"
"2928","no","Hammerfest","70.4017","23.4157","1636944901"
